"","C_ven_1.1","C_ven_1.2","C_ven_1.3","C_ven_1.4"
"160",0.000284784,0.000288912,0.000234424,0.000150986
"161",0.000264039,0.000268,0.000213664,0.000125511
"162",0.000283172,0.00029459,0.000239391,0.000145197
"163",0.000271384,0.000280736,0.000236254,0.000138684
"164",0.000287987,0.000291455,0.00024346,0.000144527
"165",0.000291219,0.000292525,0.000244758,0.000146504
"166",0.000260708,0.000265291,0.000221675,0.000128539
"167",0.000286603,0.000294027,0.000247898,0.000148388
"168",0.000274434,0.000280532,0.000237605,0.00014337
"169",0.000241463,0.000242369,0.000204216,0.000120625
"170",0.000252378,0.000254037,0.000212059,0.000124145
"171",0.00026614,0.000267572,0.000224691,0.000132348
"172",0.000246721,0.000251719,0.000213578,0.000130623
"173",0.000254461,0.000263197,0.000224078,0.000136292
"174",0.000242438,0.00025037,0.000214503,0.000133962
"175",0.00025221,0.000264587,0.000228412,0.000144568
"176",0.000246495,0.000252057,0.00020033,0.000118403
"177",0.000256178,0.000267081,0.000219003,0.00013462
"178",0.000287551,0.000283039,0.000222081,0.000142037
"179",0.000262044,0.000260251,0.000203937,0.000126792
"180",0.000259954,0.000265262,0.000210644,0.000126525
"181",0.000272433,0.000267008,0.000207537,0.000127702
"182",0.000259095,0.000271171,0.000231927,0.000150106
"183",0.000280111,0.000289821,0.000240645,0.000154894
"184",0.000264029,0.000274678,0.00023349,0.000156593
"185",0.000256794,0.000260405,0.000214261,0.000138404
"186",0.000256341,0.000259521,0.000218562,0.000136569
"187",0.000235048,0.000241068,0.000208372,0.000132554
"188",0.000227978,0.000239686,0.000208366,0.000136291
"189",0.00025392,0.000260968,0.000220034,0.000141415
"190",0.000252679,0.000263689,0.000226059,0.000147693
"191",0.000251727,0.00025955,0.000220163,0.00013744
"192",0.00026425,0.000270423,0.000221158,0.000136315
"193",0.000269144,0.00026567,0.000214459,0.000136514
"194",0.000272734,0.000272778,0.00022814,0.000153284
"195",0.000284561,0.000287524,0.000245877,0.000165286
"196",0.000277901,0.000278161,0.000228464,0.000146934
"197",0.000250258,0.000261593,0.000226313,0.000150612
"198",0.000254962,0.000263022,0.000228687,0.000148843
"199",0.000267507,0.000285186,0.000252884,0.000169493
"200",0.000267578,0.000286243,0.000253346,0.000170342
"201",0.000239934,0.000252147,0.000220909,0.000146452
"202",0.00024328,0.000254621,0.000220951,0.000144382
"203",0.000252716,0.000257792,0.000212626,0.000133275
"204",0.000257976,0.000261087,0.000215468,0.000133504
"205",0.000285747,0.000291172,0.000240253,0.00015019
"206",0.000292427,0.000297784,0.000244002,0.000154522
"207",0.000267426,0.000267345,0.000216623,0.000132495
"208",0.000251777,0.000254076,0.000212442,0.000140243
"209",0.000277047,0.000268446,0.00020811,0.000128088
"210",0.000273683,0.000267368,0.000207267,0.00012661
"211",0.000267807,0.000276569,0.000234769,0.000150714
"212",0.000253926,0.000261559,0.000224102,0.00014667
"213",0.000260385,0.000266871,0.000222488,0.000140203
"214",0.0002884,0.00029133,0.000237908,0.000154545
"215",0.000282011,0.000284209,0.000228909,0.00013381
"216",0.000288588,0.000291688,0.000234805,0.000133071
"217",0.000251879,0.000255588,0.000219272,0.000135226
"218",0.000255496,0.000266535,0.00023388,0.000157242
"219",0.000254873,0.000262322,0.000224167,0.000148159
"220",0.00027095,0.000279074,0.000239765,0.00015966
"221",0.000265389,0.000279587,0.00024928,0.000170297
"222",0.000273253,0.000280615,0.000247198,0.000166511
"223",0.000257328,0.000264639,0.000227522,0.000145863
"224",0.000264994,0.000271845,0.000233201,0.000149709
"225",0.000252762,0.000263587,0.000228464,0.000150811
"226",0.000284053,0.000290075,0.000238853,0.000147606
"227",0.000289667,0.000294379,0.000236943,0.000144248
"228",0.000256272,0.000258323,0.00021037,0.000134615
"229",0.000257324,0.000264191,0.000222362,0.000149519
"230",0.000266791,0.000276162,0.000229305,0.000148238
"231",0.000267336,0.000274944,0.000227489,0.000149002
"232",0.000267309,0.000274727,0.000228109,0.000137643
"233",0.000261811,0.000267196,0.000217869,0.000129242
"234",0.000275389,0.000280383,0.000227882,0.000134644
"235",0.000265022,0.000272102,0.000225206,0.000133793
"236",0.000253011,0.000258748,0.000212987,0.000129031
"237",0.000273969,0.000282008,0.00023508,0.000142774
"238",0.000244891,0.000252502,0.00021059,0.000127722
"239",0.000271699,0.000284786,0.000245025,0.000156334
"240",0.00026617,0.00027806,0.000239681,0.000151958
"241",0.000259777,0.000271621,0.00023221,0.000143645
"242",0.000259369,0.000268342,0.000228361,0.000141296
"243",0.000263153,0.000280876,0.000242858,0.000159277
"244",0.000235001,0.000247721,0.000212879,0.000138226
"245",0.000236008,0.000246451,0.000207846,0.000135432
"246",0.000252229,0.000260066,0.000214462,0.000137015
"247",0.000257395,0.000267653,0.000226564,0.000148857
"248",0.000272861,0.000286593,0.000240205,0.000154341
"249",0.000252662,0.000259748,0.000218115,0.00012968
"250",0.00027556,0.000284736,0.00023428,0.000136767
"251",0.000267982,0.000280548,0.000238811,0.000149124
"252",0.000256817,0.000268017,0.000223641,0.000141075
"253",0.000265751,0.000280837,0.000236084,0.000147389
"254",0.000257252,0.00026742,0.000220225,0.000134153
"255",0.000259033,0.000273348,0.00023036,0.000144947
"256",0.000233395,0.000243335,0.00019656,0.000115538
"257",0.000271615,0.000272141,0.000209022,0.000123795
"258",0.000267849,0.000268755,0.000217257,0.000139123
"259",0.000281711,0.000285559,0.000232423,0.000150726
"260",0.00025761,0.000265977,0.000212779,0.000129671
"261",0.000269534,0.000274461,0.000220021,0.000139057
"262",0.000273498,0.000275511,0.00021982,0.000138588
"263",0.00027817,0.000284384,0.000229094,0.000146671
"264",0.000252763,0.0002625,0.000211265,0.000130063
"265",0.000272786,0.000273281,0.000209814,0.000125185
"266",0.000249164,0.000257329,0.000207211,0.000125663
"267",0.000272839,0.000278076,0.000226689,0.000131277
"268",0.000289599,0.000300123,0.000247021,0.000155152
"269",0.000260532,0.00026741,0.000220664,0.000140139
"270",0.000283262,0.00029095,0.000235325,0.000136918
"271",0.000285439,0.000282767,0.000225301,0.000145355
"272",0.000264571,0.00027583,0.000224836,0.000136054
"273",0.000249243,0.000256453,0.000213875,0.000124925
"274",0.000269457,0.000270519,0.000207699,0.00012231
"275",0.000255366,0.000272827,0.00023187,0.000146179
"276",0.000238734,0.000255838,0.000222623,0.000147833
"277",0.000262504,0.000279112,0.000232391,0.000147452
"278",0.00024478,0.000263567,0.000232269,0.000151398
"279",0.000242777,0.000260525,0.000232474,0.000155427
"280",0.000253833,0.000269966,0.000225097,0.000133773
"281",0.000278619,0.000291336,0.000231428,0.000132901
"282",0.000270694,0.000283729,0.000225003,0.000124849
"283",0.000252916,0.000270755,0.000223575,0.000128446
"284",0.000270135,0.000288227,0.000236538,0.00014245
"285",0.000265631,0.000274302,0.000217931,0.00013346
"286",0.000257874,0.000272455,0.000221169,0.000129401
"287",0.000252296,0.000262923,0.000210411,0.00012266
"288",0.000275322,0.000291459,0.000237727,0.000142426
"289",0.000271509,0.000282985,0.000226443,0.000136536
"290",0.0002757,0.000279747,0.00021923,0.000132006
"291",0.000273637,0.000277238,0.000214086,0.000125803
"292",0.000273278,0.000290623,0.000243133,0.00015455
"293",0.000258633,0.000275974,0.000228326,0.000138932
"294",0.0002422,0.000258561,0.000216037,0.000132037
"295",0.000226885,0.000245839,0.000215151,0.000136927
"296",0.000218919,0.00024165,0.000217483,0.000140229
"297",0.000240211,0.000266519,0.000239657,0.000156488
"298",0.000236865,0.000256315,0.000227551,0.00015308
"299",0.000221639,0.000237258,0.000209628,0.000137207
"300",0.000241481,0.000256569,0.000227787,0.000149907
"301",0.000273403,0.000285533,0.000237133,0.000150704
"302",0.000276708,0.000293077,0.000250224,0.000161798
"303",0.000276923,0.000285685,0.000234282,0.000147782
"304",0.000258588,0.000269886,0.00022343,0.000138789
"305",0.000240892,0.000253518,0.000220024,0.000140343
"306",0.000260826,0.000272026,0.000234977,0.000151067
"307",0.000257908,0.00026867,0.000236182,0.00015351
"308",0.000260791,0.000268233,0.000229636,0.000139833
"309",0.000262636,0.000273501,0.000236042,0.000142998
"310",0.000266135,0.00027554,0.000236168,0.00014379
"311",0.000278187,0.000291035,0.000248371,0.000152176
"312",0.000271228,0.000282852,0.000242078,0.000149633
"313",0.00026289,0.000273369,0.000233677,0.000144677
"314",0.000249815,0.000257027,0.000217532,0.000130203
"315",0.000254202,0.000261719,0.000217612,0.000129899
"316",0.000270941,0.000285642,0.000239905,0.000146819
"317",0.000267034,0.000279519,0.000238401,0.000156938
"318",0.00027865,0.000286793,0.000231218,0.000138237
"319",0.000281572,0.000287849,0.000233143,0.000141234
"320",0.000264515,0.000271941,0.000223329,0.000138919
"321",0.000283816,0.000295109,0.000255595,0.000164882
"322",0.000237654,0.00024124,0.000207473,0.000133185
"323",0.000285095,0.000290788,0.000237733,0.000142034
"324",0.000262583,0.000262826,0.000212184,0.000135954
"325",0.000254611,0.00025532,0.000208371,0.00013474
"326",0.000259411,0.000254098,0.000207555,0.000139454
"327",0.000276037,0.000276699,0.000217653,0.000134407
"328",0.000260014,0.000260471,0.000207954,0.000131507
"329",0.000282717,0.000294687,0.000244897,0.000155723
"330",0.000258037,0.000270169,0.000232784,0.000147876
"331",0.000254156,0.000260635,0.00021243,0.000132649
"332",0.000270661,0.000279107,0.000228252,0.000142766
"333",0.000265307,0.000276696,0.00022908,0.000139777
"334",0.000268543,0.000281293,0.000233016,0.000141028
"335",0.000258959,0.000267765,0.000219847,0.00013069
"336",0.000253592,0.000258992,0.000223778,0.000140964
"337",0.000270794,0.000271509,0.00023251,0.000146114
"338",0.00025735,0.000258992,0.000219762,0.000133006
"339",0.000248324,0.000252563,0.000213804,0.00012746
"340",0.000259522,0.000266928,0.000220157,0.000127723
"341",0.000264293,0.000272585,0.000224882,0.000127243
"342",0.000273638,0.000288009,0.000240277,0.000137398
"343",0.000267277,0.000276132,0.000226926,0.000127416
"344",0.000263281,0.000272834,0.00022122,0.000126498
"345",0.000264859,0.000270647,0.00021356,0.000123032
"346",0.000273476,0.000280141,0.000221944,0.000129118
"347",0.000266497,0.000269759,0.000218447,0.000138667
"348",0.000262599,0.000259094,0.000205886,0.000130789
"349",0.000285847,0.000290718,0.000241125,0.000159244
"350",0.000254735,0.00026341,0.000215134,0.00013071
"351",0.000262606,0.000267361,0.000222783,0.000150805
"352",0.000277497,0.000286019,0.000234365,0.00015298
"353",0.00028117,0.000291489,0.000234956,0.000145596
"354",0.00025051,0.000265159,0.000225803,0.000147189
"355",0.000246316,0.000257353,0.000218125,0.000142983
"356",0.000269044,0.0002764,0.000235264,0.000147325
"357",0.000247741,0.000252283,0.000213606,0.000129631
"358",0.000246224,0.000255137,0.000223548,0.000143927
"359",0.000280397,0.000291718,0.000257344,0.000167442
"360",0.000269016,0.000273359,0.000240942,0.000155909
"361",0.000262285,0.000264112,0.000232578,0.000152618
"362",0.000249611,0.000246857,0.000212734,0.000133211
"363",0.000264448,0.000267034,0.000231779,0.000143871
"364",0.000260413,0.000263193,0.000228892,0.000142164
"365",0.000266523,0.000269144,0.000237835,0.000154896
"366",0.000263407,0.000261146,0.000226393,0.000145461
"367",0.000271771,0.00027457,0.000236316,0.000146004
"368",0.000266426,0.000269654,0.000231755,0.000145133
"369",0.000252851,0.000254738,0.00021949,0.000137373
"370",0.000244846,0.000253307,0.00021875,0.000138708
"371",0.000244778,0.000253746,0.00021465,0.000137285
"372",0.000246248,0.0002545,0.00021596,0.000138618
"373",0.000280117,0.000286404,0.000238633,0.000144905
"374",0.000270419,0.000276377,0.000230626,0.000142552
"375",0.000292874,0.00030031,0.000242185,0.0001417
"376",0.000249067,0.000259125,0.000215732,0.000128391
"377",0.000277665,0.00028766,0.000237893,0.000143826
"378",0.000268788,0.000281498,0.000241708,0.000151144
"379",0.000266314,0.000274402,0.000221363,0.000137498
"380",0.00026292,0.000276495,0.000231717,0.000142676
"381",0.000255206,0.000274751,0.000236205,0.000154427
"382",0.00022142,0.000236378,0.000202394,0.00013361
"383",0.000256187,0.000261331,0.000212754,0.000139511
"384",0.000241071,0.000264063,0.000231369,0.000158431
"385",0.000245501,0.000249002,0.000200999,0.000131929
"386",0.00022668,0.000236196,0.000203284,0.000136494
"387",0.000267832,0.000281489,0.00024553,0.000165741
"388",0.000243576,0.000250864,0.000212597,0.000141249
"389",0.000262021,0.000273075,0.000236521,0.000162427
"390",0.000244071,0.000256669,0.000218571,0.000146987
"391",0.000230128,0.000242706,0.000204772,0.000135594
"392",0.00024226,0.000255177,0.000214478,0.000140526
"393",0.00026525,0.000279022,0.000231024,0.000147093
"394",0.000253471,0.000254929,0.000205639,0.000132755
"395",0.000259481,0.000261406,0.00021085,0.000136098
"396",0.000284228,0.000285303,0.000225345,0.000142163
"397",0.000236995,0.000238283,0.000193924,0.000124941
"398",0.000241744,0.000254668,0.000211768,0.000133873
"399",0.0002405,0.000255218,0.000218772,0.000146045
"400",0.000266605,0.000273425,0.000224548,0.000146883
"401",0.000275291,0.000285537,0.000225315,0.000135542
"402",0.000272953,0.00027442,0.000225534,0.000147619
"403",0.000262852,0.000274116,0.000228619,0.000150793
"404",0.000287138,0.000298451,0.000239803,0.000144456
"405",0.000242067,0.000253717,0.000216412,0.000135117
"406",0.000268714,0.000280915,0.000235908,0.000143014
"407",0.000256054,0.000266084,0.000228042,0.000143111
"408",0.000252135,0.000262962,0.000220995,0.000135225
"409",0.000248988,0.000258934,0.000219251,0.000136195
"410",0.000259801,0.000268933,0.000230211,0.000146169
"411",0.000249979,0.000261498,0.000229595,0.00015009
"412",0.000241272,0.000248072,0.000211994,0.000133254
"413",0.000245743,0.000255759,0.000216069,0.000135758
"414",0.000240261,0.000249907,0.000204185,0.000123127
"415",0.000266094,0.000278602,0.000228984,0.00014053
"416",0.000264169,0.000277944,0.000228757,0.000133721
"417",0.000269715,0.000280142,0.000224399,0.000127435
"418",0.000249336,0.000257178,0.00020772,0.000114373
"419",0.000256234,0.000267898,0.000225888,0.00013339
"420",0.000270013,0.000284722,0.00023899,0.000140119
"421",0.000242775,0.000253452,0.000213877,0.000131503
"422",0.000260889,0.000273136,0.000229245,0.000140667
"423",0.00025612,0.000266459,0.000217685,0.00013188
"424",0.000253051,0.000263034,0.000216483,0.000134129
"425",0.000277098,0.000288555,0.000237135,0.00014325
"426",0.000264802,0.000270639,0.000230951,0.000143383
"427",0.000264324,0.000265912,0.000228256,0.000142711
"428",0.00026527,0.000276346,0.000234584,0.000144819
"429",0.000261642,0.000269317,0.000228252,0.000140852
"430",0.000253874,0.000261626,0.000219688,0.000137446
"431",0.000257437,0.000265009,0.000222017,0.000143641
"432",0.000255016,0.000258478,0.000208433,0.000131453
"433",0.000247462,0.000254095,0.000214083,0.000142712
"434",0.00026228,0.000277151,0.000237367,0.000156713
"435",0.000233518,0.000248646,0.000215326,0.000143911
"436",0.00024276,0.000257405,0.000221602,0.000147093
"437",0.000266676,0.000273617,0.000224097,0.000146631
"438",0.000263849,0.000268138,0.000216888,0.000142199
"439",0.000269222,0.000286566,0.000235644,0.000144987
"440",0.000256685,0.000270161,0.000222901,0.000140265
"441",0.000245094,0.000258159,0.000214497,0.00013692
"442",0.000275535,0.000280744,0.000224718,0.000144468
"443",0.000260005,0.000265596,0.000212404,0.000134799
"444",0.000249682,0.000251814,0.000197355,0.000120913
"445",0.00026355,0.00026316,0.000209013,0.000133326
"446",0.000274053,0.000278531,0.00022886,0.000152462
"447",0.000265352,0.000271643,0.000222205,0.000146537
"448",0.000246558,0.000251907,0.000203525,0.000128136
"449",0.000229337,0.000240841,0.0002074,0.000138366
"450",0.0002434,0.00025399,0.000214734,0.000141071
"451",0.000244584,0.000257661,0.000217946,0.000135369
"452",0.000252915,0.000264205,0.000221042,0.000136554
"453",0.000283183,0.000295147,0.000241004,0.000146658
"454",0.00027603,0.000289531,0.000239293,0.000143324
"455",0.000244951,0.000257819,0.000219616,0.000142193
"456",0.000256821,0.000271016,0.000232396,0.00015619
"457",0.000256202,0.000269377,0.000227118,0.000150001
"458",0.000262153,0.000269558,0.000217364,0.000135932
"459",0.000269857,0.000277387,0.000225118,0.000141319
"460",0.000273069,0.000279166,0.000227878,0.000131872
"461",0.000274221,0.000283137,0.000232563,0.000136042
"462",0.000240239,0.000250254,0.000213765,0.000136478
"463",0.000245737,0.000257473,0.000222875,0.000145839
"464",0.000251736,0.000258064,0.000217044,0.000127623
"465",0.000258719,0.000262018,0.000222158,0.000134689
"466",0.000273931,0.000280198,0.000229139,0.000133215
"467",0.000270101,0.000275138,0.000231345,0.000138898
"468",0.000274391,0.000282688,0.000235244,0.00014607
"469",0.000242757,0.00024642,0.00020762,0.000132727
"470",0.000271506,0.000270925,0.000214858,0.000130496
"471",0.000240873,0.000252146,0.000218479,0.00014231
"472",0.000237751,0.000249844,0.000214729,0.00013741
"473",0.000273924,0.000271515,0.000223213,0.000145895
"474",0.000280069,0.000279384,0.000225164,0.000146087
"475",0.000250578,0.000257513,0.000214254,0.000135552
"476",0.00027024,0.000281734,0.000233754,0.000147622
"477",0.000269462,0.00027876,0.000228498,0.000142136
"478",0.000254463,0.000261863,0.000213276,0.000130625
"479",0.000248244,0.000260561,0.000218551,0.000134736
"480",0.000254544,0.000265606,0.000222975,0.000135602
"481",0.000274809,0.000291314,0.000245568,0.000147056
"482",0.000279299,0.000295449,0.000254957,0.000153564
"483",0.000260484,0.000272741,0.000232204,0.000137134
"484",0.000278897,0.000292729,0.000249982,0.000148224
"485",0.000275067,0.000289964,0.000231053,0.000130176
"486",0.000268671,0.000282858,0.000224725,0.00012626
"487",0.000248799,0.000261674,0.000222115,0.000133021
"488",0.000255006,0.000270859,0.000228794,0.000142794
"489",0.000242529,0.000255009,0.000213601,0.00013441
"490",0.000251172,0.00026284,0.000220296,0.000140469
"491",0.000265566,0.000268847,0.000227343,0.000152174
"492",0.000268533,0.000270332,0.000221779,0.000144122
"493",0.000259678,0.000264136,0.000217773,0.000141586
"494",0.000237595,0.000247995,0.000206357,0.000131386
"495",0.000258403,0.000271766,0.000226463,0.000143639
"496",0.000258345,0.000269958,0.000223904,0.000131696
"497",0.000260377,0.000278224,0.000236241,0.000149204
"498",0.000255083,0.000271002,0.000226235,0.00014014
"499",0.000252537,0.000273146,0.00023648,0.000156586
"500",0.000265965,0.000279814,0.000230669,0.000148334
"501",0.000263273,0.000279601,0.000229449,0.000138933
"502",0.000277223,0.000288249,0.000226975,0.000135758
"503",0.000275262,0.000276417,0.000212411,0.000124311
"504",0.000271209,0.000268661,0.000207273,0.000125091
"505",0.00029091,0.000291823,0.000225935,0.000133868
"506",0.000275609,0.000281607,0.000225319,0.000134652
"507",0.000279855,0.0002873,0.000230718,0.000134878
"508",0.000258195,0.000268071,0.000225469,0.000137808
"509",0.000258916,0.0002663,0.000218935,0.00013149
"510",0.000261235,0.000272574,0.000227435,0.000135544
"511",0.000248381,0.000259404,0.000221237,0.000134645
"512",0.000250306,0.000264724,0.000226891,0.000137073
"513",0.000249034,0.000267925,0.000232796,0.000144256
"514",0.000245984,0.000260266,0.000222898,0.000133364
