"","C_ven_1.1","C_ven_1.2","C_ven_1.3","C_ven_1.4"
"2306",0.000273903,0.00027217,0.000210421,0.00012804
"2307",0.000265617,0.000259531,0.000211034,0.000135355
"2308",0.000274394,0.000277948,0.000215114,0.000127521
"2309",0.000285252,0.000291885,0.000223778,0.000128141
"2310",0.000246273,0.000267245,0.000228299,0.000139704
"2311",0.000252831,0.000274783,0.000236724,0.00014811
"2312",0.000276732,0.000295345,0.000244541,0.000148144
"2313",0.000275081,0.00029641,0.000246337,0.000142811
"2314",0.000266733,0.000282678,0.00023749,0.000138253
"2315",0.000273856,0.000290848,0.00024077,0.000137016
"2316",0.000246138,0.000255979,0.000208408,0.000115796
"2317",0.000256358,0.000264962,0.000211116,0.000122184
"2318",0.00026863,0.000281958,0.000227564,0.000132699
"2319",0.000299009,0.000305797,0.00023684,0.00013732
"2320",0.000287247,0.000295865,0.00023437,0.00013944
"2321",0.000279165,0.000288094,0.000229094,0.000136593
"2322",0.000278726,0.000285332,0.00022676,0.000137845
"2323",0.000266619,0.000285018,0.0002406,0.000148445
"2324",0.000253694,0.000269734,0.000224687,0.000136706
"2325",0.000252795,0.000262318,0.000217906,0.000138289
"2326",0.000263509,0.0002782,0.000230257,0.000138083
"2327",0.000243383,0.000259802,0.000224957,0.00014382
"2328",0.000242817,0.000254295,0.000214527,0.000130061
"2329",0.000272906,0.000283046,0.000231834,0.000137017
"2330",0.000314004,0.000323546,0.000256621,0.000153562
"2331",0.000271544,0.000277401,0.000219656,0.000131573
"2332",0.000258177,0.000262176,0.000210623,0.000131201
"2333",0.000271555,0.000276408,0.000222227,0.000138878
"2334",0.000265524,0.000275322,0.000224582,0.000140182
"2335",0.000241128,0.000252942,0.000208765,0.000131574
"2336",0.000264171,0.000272675,0.000220581,0.000140108
"2337",0.000240466,0.000256036,0.000216489,0.000136601
"2338",0.00026416,0.00028775,0.000251734,0.000162954
"2339",0.000267723,0.000288012,0.00023514,0.000133091
"2340",0.000250477,0.000272136,0.000231164,0.000131195
"2341",0.000260512,0.000284586,0.00024017,0.000147234
"2342",0.000245021,0.000259503,0.00021653,0.00013986
"2343",0.000265464,0.000283931,0.000235634,0.000141015
"2344",0.000269692,0.00028176,0.000225345,0.00013627
"2345",0.000284329,0.000291054,0.000227751,0.00013583
"2346",0.000258275,0.00024434,0.000200421,0.000137733
"2347",0.000293609,0.000283158,0.000225383,0.0001507
"2348",0.000263351,0.000265112,0.000214677,0.000144094
"2349",0.000269337,0.000273449,0.000215077,0.000134275
"2350",0.000239389,0.000251166,0.000207289,0.000128209
"2351",0.000243823,0.000255439,0.000211697,0.000131141
"2352",0.000252259,0.000264654,0.000225103,0.000140844
"2353",0.00026241,0.000265922,0.00021068,0.000126683
"2354",0.000269537,0.000275896,0.000220108,0.000133051
"2355",0.0002708,0.000266073,0.000210125,0.000131478
"2356",0.000258635,0.000262765,0.000211828,0.000131342
"2357",0.000287121,0.000279135,0.000214785,0.00013244
"2358",0.000297775,0.000294022,0.000226799,0.000138919
"2359",0.000286503,0.000286367,0.000222165,0.000132359
"2360",0.000274131,0.000285721,0.000231261,0.000137193
"2361",0.000263718,0.000272312,0.000222651,0.000130118
"2362",0.000293008,0.00030194,0.000242945,0.00013814
"2363",0.000263329,0.00027164,0.000222854,0.000130581
"2364",0.000271625,0.000283786,0.000233353,0.00014061
"2365",0.000253476,0.000259698,0.000209141,0.000118164
"2366",0.000253265,0.000261948,0.000221584,0.000132232
"2367",0.00024668,0.000255942,0.000216167,0.000129433
"2368",0.00026457,0.000276774,0.000230342,0.00013813
"2369",0.000239422,0.000249682,0.00022137,0.000145829
"2370",0.00025138,0.000258048,0.000226502,0.000148646
"2371",0.000274824,0.00028341,0.000245578,0.000152767
"2372",0.000266586,0.000275941,0.000234868,0.000138033
"2373",0.000258375,0.000271144,0.000232529,0.000139236
"2374",0.000261795,0.000270908,0.000220589,0.000134734
"2375",0.000256192,0.000266715,0.000218862,0.000132875
"2376",0.000273101,0.000285947,0.000234324,0.000141558
"2377",0.000251573,0.000257814,0.000208752,0.000125299
"2378",0.000265657,0.000279929,0.000235446,0.000148482
"2379",0.000284637,0.000285391,0.000240932,0.00016105
"2380",0.000287209,0.00028524,0.000212073,0.000122112
"2381",0.000298997,0.000292931,0.000213612,0.000119882
"2382",0.000288522,0.000299373,0.000229796,0.000129567
"2383",0.000253426,0.000269618,0.000223219,0.000134015
"2384",0.000271424,0.000283619,0.000227243,0.000139046
"2385",0.000275323,0.000276082,0.000211997,0.000127167
"2386",0.000264287,0.000267,0.00021088,0.00013198
"2387",0.000267217,0.000274684,0.000211735,0.000119332
"2388",0.000275378,0.000278265,0.000215211,0.000130116
"2389",0.000302483,0.000310946,0.000239806,0.000142564
"2390",0.000239337,0.000254935,0.000211634,0.000131841
"2391",0.00024193,0.000259601,0.000218952,0.000132641
"2392",0.000257068,0.000275387,0.000236039,0.000147049
"2393",0.000257573,0.00027539,0.000231514,0.000147538
"2394",0.000257987,0.000273392,0.000246792,0.00016545
"2395",0.000237002,0.000242792,0.000216406,0.000148514
"2396",0.000257265,0.000262981,0.000229509,0.000149761
"2397",0.000239424,0.000250376,0.000223838,0.000153574
"2398",0.000241452,0.000252614,0.000214847,0.000137349
"2399",0.000240893,0.000248691,0.000202803,0.000127388
"2400",0.000259743,0.000269994,0.000220948,0.000139211
"2401",0.000270438,0.000267368,0.000207296,0.000129141
"2402",0.000285398,0.000282735,0.000230619,0.000156269
"2403",0.000259071,0.000270478,0.000222676,0.000145695
"2404",0.000244865,0.000260072,0.000217205,0.000131391
"2405",0.000238431,0.000252147,0.000210131,0.000128521
"2406",0.000264364,0.000268419,0.000205893,0.000119841
"2407",0.000275415,0.000289421,0.000231089,0.000139114
"2408",0.000283362,0.000296086,0.000237078,0.000144576
"2409",0.000251969,0.000264298,0.000216799,0.000135398
"2410",0.000249418,0.000259894,0.000214959,0.000137746
"2411",0.000248811,0.000259126,0.000213117,0.000129031
"2412",0.00024657,0.000260521,0.000228807,0.000161877
"2413",0.00024225,0.000247153,0.000210468,0.000132034
"2414",0.000276728,0.000290431,0.000242646,0.000144516
"2415",0.000245606,0.000263274,0.000228412,0.000141339
"2416",0.00022985,0.000245947,0.000215199,0.000136559
"2417",0.000252177,0.000273788,0.000241009,0.000149907
"2418",0.00024667,0.000266122,0.000230108,0.000142692
"2419",0.000245143,0.000256796,0.000217078,0.000133899
"2420",0.000251651,0.000266749,0.000228717,0.000143177
"2421",0.000250913,0.000263394,0.000222753,0.000136319
"2422",0.000257546,0.000270653,0.000228507,0.000142304
"2423",0.000270219,0.000281756,0.000229765,0.00014071
"2424",0.000257915,0.000266401,0.000217855,0.000133743
"2425",0.000284858,0.000290875,0.000230653,0.000138891
"2426",0.000297308,0.00029867,0.000229854,0.000133602
"2427",0.00028708,0.000294534,0.000235068,0.000143255
"2428",0.000272646,0.000267577,0.000204623,0.00012335
"2429",0.00028061,0.000270798,0.000202525,0.00011892
"2430",0.000268438,0.000262657,0.000224577,0.000151616
"2431",0.000270432,0.000267169,0.000225692,0.000152269
"2432",0.000243837,0.000254174,0.000220553,0.000150968
"2433",0.000252263,0.000264463,0.000222301,0.000142494
"2434",0.000253826,0.000264338,0.000221479,0.000137051
"2435",0.000266879,0.000277095,0.00022589,0.000129969
"2436",0.000267309,0.000277983,0.000224957,0.000133374
"2437",0.000250958,0.000266234,0.000219936,0.000133267
"2438",0.000243095,0.000255339,0.000210062,0.000131358
"2439",0.00025365,0.000258933,0.000209623,0.000133
"2440",0.000259359,0.000275424,0.000225012,0.000137478
"2441",0.000269189,0.00028274,0.000226571,0.000134921
"2442",0.000236294,0.000243632,0.000195882,0.000117685
"2443",0.000266392,0.000278061,0.000233702,0.000151881
"2444",0.000256423,0.000268226,0.000228675,0.000148633
"2445",0.000246916,0.000253585,0.000212311,0.000129919
"2446",0.000254967,0.000262306,0.000223463,0.000144391
"2447",0.000253283,0.000261148,0.000225874,0.000147895
"2448",0.000230737,0.00023547,0.000203109,0.000133635
"2449",0.000250043,0.000258256,0.00022414,0.000148114
"2450",0.000249854,0.00025833,0.000225692,0.000151913
"2451",0.000259768,0.000264137,0.000231136,0.000154039
"2452",0.000265327,0.000276364,0.000238646,0.000155579
"2453",0.000259242,0.000269772,0.000226019,0.000138196
"2454",0.000262979,0.000273709,0.000237953,0.000155145
"2455",0.000257224,0.000266631,0.000227668,0.000142705
"2456",0.000234327,0.000243334,0.00021319,0.000140694
"2457",0.000278676,0.000295377,0.000261771,0.00017321
"2458",0.000236089,0.000245724,0.000210887,0.000131015
"2459",0.000255598,0.000264273,0.000215069,0.000125426
"2460",0.00026174,0.000268873,0.000216332,0.000122685
"2461",0.000276652,0.000283299,0.000229011,0.0001352
"2462",0.000277744,0.000288433,0.000234878,0.00013995
"2463",0.000262025,0.000271887,0.00022322,0.000132608
"2464",0.000277322,0.000285205,0.000228669,0.000135677
"2465",0.000258327,0.000262988,0.000207917,0.000124078
"2466",0.000250351,0.000254741,0.000201772,0.000121044
"2467",0.000268807,0.000273856,0.000220476,0.000138639
"2468",0.000266084,0.000268961,0.000209905,0.000125172
"2469",0.000271094,0.00027144,0.000214225,0.000131621
"2470",0.000270227,0.000276595,0.000222138,0.000133629
"2471",0.000249886,0.000264378,0.000222082,0.000133577
"2472",0.000250468,0.000259352,0.000212591,0.000128732
"2473",0.000267624,0.00027436,0.00021674,0.000121537
"2474",0.000247397,0.000256361,0.00021074,0.000120423
"2475",0.000255927,0.000263866,0.000221086,0.000134525
"2476",0.000266376,0.000273225,0.000232688,0.000138947
"2477",0.0002926,0.000298998,0.000246041,0.000147458
"2478",0.000283852,0.000288346,0.000233603,0.000146777
"2479",0.000254083,0.000259923,0.000214407,0.000133467
"2480",0.000258413,0.000264648,0.000218227,0.000136118
"2481",0.000250837,0.000251009,0.000207748,0.000122968
"2482",0.00026732,0.000270731,0.000232071,0.000147203
"2483",0.000248591,0.000251362,0.00021433,0.000135817
"2484",0.00026546,0.000278925,0.000240401,0.000153423
"2485",0.000255444,0.000258309,0.000213183,0.000124904
"2486",0.000279586,0.000289451,0.000242708,0.00014748
"2487",0.000264249,0.000272612,0.000229054,0.000136713
"2488",0.000267478,0.000277607,0.000231576,0.000136689
"2489",0.000260886,0.000274231,0.000233791,0.000145686
"2490",0.000271507,0.00028513,0.000240118,0.000141046
"2491",0.000262993,0.000272733,0.000228096,0.000133604
"2492",0.000256166,0.000264526,0.000220501,0.000129467
"2493",0.000255671,0.000262947,0.000218794,0.000127746
"2494",0.000274512,0.000285268,0.000238051,0.000137583
"2495",0.000263229,0.000276411,0.000232444,0.00014124
"2496",0.000248679,0.000261683,0.000215063,0.000128605
"2497",0.00025382,0.000267448,0.000219163,0.000129296
"2498",0.000244969,0.000258837,0.000215385,0.000131603
"2499",0.000247707,0.000262109,0.000219178,0.000133534
"2500",0.000258877,0.000272901,0.000229282,0.000138549
"2501",0.00024903,0.000264386,0.000219118,0.000131962
"2502",0.000290509,0.000295302,0.000242061,0.000156023
"2503",0.000241426,0.000254121,0.000211927,0.000134611
"2504",0.000240279,0.000251805,0.00020511,0.000120077
"2505",0.000264042,0.000273756,0.000223551,0.000138684
"2506",0.000296584,0.000291023,0.000226892,0.000139175
"2507",0.000266611,0.000254671,0.000195852,0.000119388
"2508",0.000246712,0.000254874,0.000209667,0.000131455
"2509",0.000256379,0.000266543,0.000223686,0.000139684
"2510",0.000256426,0.00026765,0.000224775,0.000140707
"2511",0.000262334,0.000266787,0.000216886,0.000133072
"2512",0.000268011,0.000277296,0.000223365,0.000131446
"2513",0.000246597,0.000251874,0.000208309,0.000129793
"2514",0.000244884,0.000252457,0.000211203,0.000132686
"2515",0.000251984,0.000261781,0.000222487,0.000136258
"2516",0.000281361,0.000290304,0.000238997,0.000146497
"2517",0.000264231,0.000274578,0.000226425,0.000138659
"2518",0.00025987,0.000271723,0.00022503,0.00013773
"2519",0.000260678,0.000265581,0.00021213,0.000129523
"2520",0.00026508,0.000271186,0.000221366,0.000139686
"2521",0.000256019,0.000264527,0.00021933,0.000139723
"2522",0.000265944,0.000273507,0.00022767,0.000149141
"2523",0.000274363,0.00027219,0.000217329,0.000138752
"2524",0.00025976,0.000268077,0.00021508,0.00013031
"2525",0.000289137,0.000291678,0.00023098,0.000142733
"2526",0.000248851,0.000263486,0.000220024,0.000133185
"2527",0.000242055,0.000256282,0.000220132,0.000134767
"2528",0.000253772,0.000263957,0.000212151,0.000126258
"2529",0.000238208,0.000252076,0.000208917,0.000130469
"2530",0.000238025,0.000251951,0.000212814,0.000136941
"2531",0.00024516,0.000261083,0.000221594,0.000142276
"2532",0.000251513,0.000263261,0.000221039,0.000139779
"2533",0.000272804,0.000282761,0.000231487,0.000144469
"2534",0.000248843,0.00025668,0.000206613,0.00012347
"2535",0.000274207,0.000284028,0.00022422,0.00012637
"2536",0.000283711,0.000297159,0.000241554,0.000130449
"2537",0.000259676,0.000275574,0.000227057,0.000129659
"2538",0.000236372,0.000251187,0.000209675,0.000123115
"2539",0.000245774,0.000263144,0.000225533,0.000137407
"2540",0.000256508,0.000274651,0.000229144,0.000132384
"2541",0.000242712,0.000261101,0.000218564,0.000130975
"2542",0.000277085,0.000303635,0.000255045,0.000153104
"2543",0.000251226,0.000269343,0.000220654,0.000126811
"2544",0.0002419,0.000264974,0.000230322,0.0001427
"2545",0.000246481,0.000256589,0.000205423,0.000127262
"2546",0.00024807,0.000261219,0.000211451,0.000131194
"2547",0.000267736,0.000271264,0.000211253,0.000127978
"2548",0.000269659,0.000280521,0.000222753,0.00013496
"2549",0.000256925,0.000262118,0.000214832,0.000140523
"2550",0.000254879,0.000267932,0.00022107,0.000141133
"2551",0.00026487,0.000273711,0.000223658,0.000144631
"2552",0.00025939,0.00027801,0.000235505,0.000148517
"2553",0.000276386,0.000300785,0.000256603,0.00016071
"2554",0.000239745,0.000252905,0.000212551,0.000129807
"2555",0.000258473,0.000274598,0.000233749,0.00014106
"2556",0.000255877,0.000270981,0.000228515,0.000133867
"2557",0.000260639,0.000272174,0.000230304,0.000140432
"2558",0.000246816,0.000258655,0.000219912,0.000138373
"2559",0.00026408,0.000279395,0.000236703,0.000144515
"2560",0.000249412,0.000264917,0.00022805,0.000145962
"2561",0.00026045,0.000277697,0.000235466,0.000149568
"2562",0.000258944,0.000276079,0.000236388,0.000151349
"2563",0.000251438,0.000262762,0.000214547,0.000130531
"2564",0.00027098,0.000285793,0.000240948,0.000146552
"2565",0.000251881,0.00026589,0.000223813,0.000136637
"2566",0.000250161,0.000264809,0.000225779,0.000136331
"2567",0.000247701,0.000264255,0.000231263,0.000145342
"2568",0.000241239,0.000259115,0.00022936,0.000147844
"2569",0.000257005,0.000273046,0.000236683,0.000147929
"2570",0.000265599,0.000277721,0.000233538,0.000135919
"2571",0.000267361,0.000279416,0.000237783,0.000143692
"2572",0.000254537,0.000267088,0.000225426,0.000139803
"2573",0.000253788,0.000271463,0.000236778,0.000151428
"2574",0.000252538,0.00027106,0.000232453,0.000148097
"2575",0.000249444,0.000265168,0.000225246,0.000142595
"2576",0.000247423,0.000264022,0.000231907,0.000146676
"2577",0.000235607,0.000248019,0.000214575,0.000133098
"2578",0.000223271,0.000237447,0.000206609,0.000132996
"2579",0.000256496,0.00027354,0.000233154,0.000145806
"2580",0.000257669,0.000266366,0.000226138,0.00013639
"2581",0.000252648,0.000261107,0.000223935,0.000139291
"2582",0.000231221,0.000238357,0.0002033,0.000128437
"2583",0.000255638,0.000260248,0.000218815,0.000135013
"2584",0.000260125,0.000267594,0.00023088,0.000147315
"2585",0.000268822,0.000277529,0.000236386,0.00015184
"2586",0.000260327,0.000269899,0.000227182,0.000135563
"2587",0.000249424,0.000254909,0.000217436,0.000130354
"2588",0.000248332,0.000255062,0.000217617,0.000130704
"2589",0.000257961,0.000270204,0.000228814,0.000141439
"2590",0.0002468,0.000252651,0.000206151,0.000120721
"2591",0.000270558,0.000279851,0.000227231,0.000136024
"2592",0.000282405,0.000295068,0.00024374,0.000136449
"2593",0.000304501,0.000318409,0.000254805,0.000140147
"2594",0.000281033,0.000288784,0.000224276,0.000122798
"2595",0.000287162,0.000297267,0.00023438,0.000131276
"2596",0.000272278,0.000278299,0.000217214,0.000126745
"2597",0.000266776,0.00027809,0.000229849,0.000147462
"2598",0.000289557,0.000285186,0.00021959,0.000134278
"2599",0.000270268,0.00027167,0.000213596,0.000130311
"2600",0.000247946,0.000254541,0.00020484,0.000126069
"2601",0.000234898,0.000246765,0.00020598,0.000130653
"2602",0.000232802,0.000242376,0.000203679,0.000131281
"2603",0.000260841,0.000265833,0.000226594,0.000144565
"2604",0.000248623,0.000255404,0.000208058,0.000130345
"2605",0.000224245,0.000233259,0.000197676,0.000128698
"2606",0.000256645,0.000268519,0.000230998,0.000153144
"2607",0.000282539,0.000291521,0.000236087,0.000148857
"2608",0.000273588,0.000281467,0.000224303,0.000137703
"2609",0.000253357,0.00026422,0.000215657,0.000134467
"2610",0.000265392,0.000278086,0.000222894,0.00012898
"2611",0.00027919,0.000287515,0.000234294,0.000149353
"2612",0.000244587,0.000250495,0.000204028,0.000129272
"2613",0.000279683,0.000290089,0.000237535,0.00015022
"2614",0.000279224,0.000287167,0.000224813,0.000131263
"2615",0.00025828,0.000252393,0.000191265,0.000113268
"2616",0.000286454,0.000301785,0.000252566,0.00015266
"2617",0.000306529,0.000314613,0.000243546,0.000135636
"2618",0.000285985,0.000297836,0.000233707,0.000125499
"2619",0.000259215,0.000267518,0.000211121,0.000116989
"2620",0.000249309,0.000255268,0.000202221,0.000119498
"2621",0.000258059,0.000267573,0.000215985,0.000131131
"2622",0.000267046,0.000277836,0.00022757,0.000145385
"2623",0.000232122,0.000246728,0.000212998,0.000140676
"2624",0.000242941,0.000258825,0.000226447,0.000151734
"2625",0.000258424,0.000276816,0.000236685,0.000154997
"2626",0.000257967,0.000277786,0.000239148,0.00015273
"2627",0.000254896,0.0002688,0.000225279,0.000137903
"2628",0.000256091,0.000270291,0.000228214,0.000142858
"2629",0.000257299,0.000271231,0.000226509,0.00013991
"2630",0.000251076,0.000260262,0.00022053,0.000139236
"2631",0.000261251,0.00027237,0.000233025,0.000150208
"2632",0.000284169,0.000298822,0.000251556,0.000154857
"2633",0.000264673,0.000274925,0.00022861,0.000141925
"2634",0.000244134,0.000254017,0.0002152,0.000138248
"2635",0.000243235,0.000252189,0.000216925,0.000141109
"2636",0.000263095,0.000272095,0.000232622,0.000148407
"2637",0.000264591,0.000270821,0.000227178,0.00014124
"2638",0.000293244,0.00030588,0.000256954,0.000157256
"2639",0.000258275,0.000267871,0.000223824,0.000130594
"2640",0.00025288,0.000254703,0.000215397,0.000128083
"2641",0.000263569,0.00027025,0.000215754,0.000121962
"2642",0.000250972,0.000260838,0.000216014,0.000135059
"2643",0.000264324,0.000275571,0.000228962,0.000144742
"2644",0.000260042,0.000272773,0.000222915,0.000127848
"2645",0.000265534,0.00027652,0.000229542,0.000138616
"2646",0.000263644,0.000272852,0.000222924,0.000135685
"2647",0.000263825,0.000272546,0.000222082,0.000136229
"2648",0.000277828,0.000283931,0.000230756,0.000144791
"2649",0.00029211,0.000298436,0.000239904,0.000149268
"2650",0.000239072,0.000240325,0.000197304,0.000131968
"2651",0.00025509,0.000258733,0.000208236,0.000129153
"2652",0.000267157,0.000272169,0.00022152,0.000137129
"2653",0.000256136,0.000260101,0.000210514,0.000130702
"2654",0.000256896,0.00026131,0.000213023,0.000130193
"2655",0.00025489,0.000262294,0.0002173,0.00013944
"2656",0.000264631,0.000262588,0.000198864,0.000110006
"2657",0.000290061,0.000292608,0.00022459,0.000124617
"2658",0.000274296,0.000283976,0.000231968,0.000127658
"2659",0.000261236,0.000268977,0.000225821,0.000136595
"2660",0.000269755,0.000274699,0.000227174,0.000133474
"2661",0.000271881,0.00027586,0.000229829,0.000136545
"2662",0.000270561,0.000277429,0.000228889,0.000142357
"2663",0.000282677,0.000284527,0.000227787,0.000136031
"2664",0.000270447,0.000272344,0.000216901,0.000131117
"2665",0.000288206,0.000291839,0.000233888,0.000131463
"2666",0.000285561,0.000295393,0.00023832,0.000136339
"2667",0.000267436,0.000273909,0.000221438,0.000125337
"2668",0.000271289,0.000278198,0.000222768,0.000136234
"2669",0.000267595,0.000271975,0.000216306,0.000131006
"2670",0.000270563,0.000279876,0.000236683,0.00014174
"2671",0.00028287,0.000293893,0.000237617,0.000137057
"2672",0.000274471,0.000285054,0.000229287,0.000138549
"2673",0.000238233,0.000249904,0.00020517,0.000125516
"2674",0.000249236,0.000256287,0.000213576,0.000143044
"2675",0.000253387,0.000259253,0.000218479,0.00014853
"2676",0.000249904,0.000262755,0.000218184,0.000137914
"2677",0.000244358,0.000255542,0.00021383,0.000140144
"2678",0.000247494,0.000254292,0.000205083,0.000128361
"2679",0.000257353,0.000265521,0.000227819,0.000155318
"2680",0.000266267,0.000270636,0.000217409,0.000139266
"2681",0.00028285,0.000277199,0.000210381,0.000126897
"2682",0.000283374,0.000265146,0.000204099,0.00013008
"2683",0.000262828,0.000255989,0.00021003,0.000136707
"2684",0.00026199,0.000264253,0.000221848,0.00014414
"2685",0.000254712,0.000264901,0.000224346,0.000147214
"2686",0.000263278,0.000271581,0.000223981,0.000142081
"2687",0.000247095,0.000258939,0.000223483,0.000150539
"2688",0.00024761,0.000260741,0.000217045,0.000137826
"2689",0.000292652,0.000297361,0.000228441,0.000133167
"2690",0.000260085,0.000263146,0.000211582,0.000133656
"2691",0.000266277,0.000277558,0.000230268,0.000147419
"2692",0.000255431,0.000268944,0.000226551,0.000130837
"2693",0.000231211,0.000242798,0.000203605,0.000118545
"2694",0.000277511,0.000294235,0.0002475,0.000146801
"2695",0.000256343,0.000273175,0.00024091,0.000154961
"2696",0.00027752,0.000286785,0.000234601,0.000142729
"2697",0.000272638,0.000284402,0.000243875,0.000152254
"2698",0.000269939,0.000278839,0.000235451,0.000143433
"2699",0.000239225,0.00024425,0.000200301,0.000121843
"2700",0.000255716,0.000264596,0.000220295,0.00014137
"2701",0.000259515,0.000264982,0.000216421,0.000135708
"2702",0.000245337,0.000249583,0.000207015,0.000133984
"2703",0.000241993,0.000244832,0.000203222,0.000133379
"2704",0.000278762,0.000276864,0.000218283,0.000135546
"2705",0.000296967,0.000287039,0.000225505,0.000142243
"2706",0.00027581,0.000285802,0.000242396,0.000162746
"2707",0.00027399,0.000284848,0.00024311,0.000163422
"2708",0.000280781,0.000284791,0.000231424,0.000149398
"2709",0.000275326,0.000278909,0.000225444,0.00014289
"2710",0.000260378,0.000273359,0.000234067,0.000153718
"2711",0.000256632,0.000271753,0.00023433,0.000152189
"2712",0.000234031,0.000248947,0.000218571,0.000146269
"2713",0.000239487,0.000248741,0.000221075,0.000150182
"2714",0.000269014,0.000283662,0.000246486,0.000161162
"2715",0.000258348,0.000270068,0.000235092,0.000151885
"2716",0.000256344,0.00025545,0.000201318,0.00012667
"2717",0.000256915,0.000270705,0.000233055,0.000156155
"2718",0.000257214,0.000266421,0.000222845,0.000142648
"2719",0.000252841,0.000264172,0.000220273,0.000136368
"2720",0.000254552,0.000259661,0.000217993,0.000145764
"2721",0.000286221,0.00027547,0.000221697,0.000144736
"2722",0.000248994,0.00026133,0.000221272,0.000143163
"2723",0.000249662,0.000262765,0.000222912,0.00014127
"2724",0.000261611,0.00027896,0.000235582,0.000138283
"2725",0.000269884,0.000281953,0.000225592,0.000127021
"2726",0.000271373,0.000284427,0.000231052,0.000137856
"2727",0.000268911,0.000283371,0.000232674,0.000132659
"2728",0.000255805,0.000274493,0.000240185,0.000153907
"2729",0.000249936,0.000267538,0.000230178,0.000146492
"2730",0.000246045,0.000261838,0.000223234,0.000141748
"2731",0.000257572,0.000267583,0.000219545,0.000136807
"2732",0.000258211,0.000257788,0.000201306,0.000120759
"2733",0.000266656,0.000274097,0.000227344,0.000139106
"2734",0.00027819,0.000287157,0.000238801,0.000146361
"2735",0.000266117,0.000272933,0.000228221,0.000137789
"2736",0.000277143,0.000282121,0.000237427,0.000145393
"2737",0.000261961,0.000264514,0.000219396,0.000131932
"2738",0.000270834,0.000276752,0.000232717,0.00014548
"2739",0.000240416,0.000248148,0.000204441,0.000125905
"2740",0.000253343,0.000262473,0.00022427,0.000148643
"2741",0.000245331,0.000258195,0.000222624,0.000148002
"2742",0.000254871,0.000267803,0.000231223,0.000153889
"2743",0.00024586,0.000260831,0.000229671,0.000149314
"2744",0.000252162,0.000265901,0.000233931,0.000150933
"2745",0.000281047,0.000297175,0.000257087,0.000163345
"2746",0.000269107,0.000277675,0.000237994,0.000144934
"2747",0.000280496,0.000283356,0.000236282,0.000136695
"2748",0.00026123,0.000264802,0.000218461,0.000126291
"2749",0.000273406,0.000279335,0.000231089,0.000139568
"2750",0.000279048,0.000285645,0.000232872,0.000141331
"2751",0.000279951,0.000285636,0.00022512,0.000133958
"2752",0.00026087,0.000264283,0.00021382,0.000138224
"2753",0.000262347,0.000263984,0.000207992,0.00012762
"2754",0.000270165,0.000277315,0.000221217,0.000133612
"2755",0.000281873,0.000292988,0.000240493,0.000139959
"2756",0.000269071,0.000278766,0.000231479,0.000133688
"2757",0.000277704,0.000282576,0.000234837,0.000135038
"2758",0.000257418,0.000262347,0.000221734,0.000130604
"2759",0.000250683,0.000258897,0.00021986,0.000130753
"2760",0.000256632,0.000266798,0.000225191,0.000131929
"2761",0.000280403,0.000293963,0.000244452,0.000145908
"2762",0.000255159,0.000262691,0.000212952,0.000123294
"2763",0.000247826,0.000254571,0.000214603,0.000126917
"2764",0.00026162,0.000271003,0.000226288,0.000135951
"2765",0.000265218,0.000274398,0.000230887,0.000136225
"2766",0.000281678,0.000291965,0.000246322,0.000140751
"2767",0.000270422,0.000281514,0.000226289,0.000132914
"2768",0.000288314,0.000284092,0.000221468,0.000137992
"2769",0.000285834,0.000276409,0.00022415,0.000145954
"2770",0.000313613,0.000299664,0.000242526,0.000157465
"2771",0.000271923,0.000281551,0.000231274,0.000146498
"2772",0.00025698,0.000279589,0.000241955,0.000153415
"2773",0.00024545,0.00026625,0.000230274,0.000146562
"2774",0.000261349,0.00025529,0.000204753,0.000131401
"2775",0.000260934,0.000256017,0.000213268,0.000142909
"2776",0.000251928,0.000247657,0.00020713,0.000139487
"2777",0.000265966,0.000259677,0.000208778,0.000134486
"2778",0.000267429,0.000265805,0.000211403,0.000124571
"2779",0.000259992,0.000267281,0.000228871,0.000155451
"2780",0.000244549,0.00025571,0.000221604,0.000151288
"2781",0.000245315,0.000257729,0.000225308,0.000156524
"2782",0.000267393,0.000272715,0.000224538,0.000148885
"2783",0.000280366,0.00026846,0.000207327,0.00013091
"2784",0.000271747,0.000269672,0.000210705,0.000129134
"2785",0.00027338,0.000273246,0.000217861,0.000140257
"2786",0.000263162,0.000261952,0.000206335,0.000130161
"2787",0.000259667,0.000269793,0.000222795,0.000140587
"2788",0.00027022,0.000278156,0.000223825,0.000138535
"2789",0.000277035,0.000287256,0.000233304,0.000146122
"2790",0.000251264,0.000264835,0.000222985,0.000140399
"2791",0.000275394,0.000274689,0.000211714,0.000125799
"2792",0.000280189,0.000278937,0.000215099,0.000128615
"2793",0.000279508,0.000274317,0.00020976,0.000126978
"2794",0.000259182,0.000269636,0.000224163,0.000134563
"2795",0.000273327,0.000282923,0.000233953,0.000150528
"2796",0.000280242,0.00028158,0.000220144,0.000135873
"2797",0.000266109,0.000279501,0.00022855,0.00013921
"2798",0.000257572,0.000265777,0.000220263,0.000128142
"2799",0.000260389,0.000265914,0.000221344,0.000132198
"2800",0.000277309,0.000284284,0.00022749,0.000132356
"2801",0.000280845,0.000284818,0.000224953,0.000126941
"2802",0.00024549,0.000247657,0.000208916,0.00012788
"2803",0.00024187,0.000243685,0.000207685,0.000128668
